,location,bath,size_new,sqft
6932,other,2.0,2,1140.0
6933,Sarjapur  Road,2.0,2,1115.0
6934,Amruthahalli,5.0,3,1200.0
6935,Rajaji Nagar,3.0,3,1776.0
6936,Thigalarapalya,4.0,3,2072.0
6937,Kundalahalli,3.0,3,1600.0
6939,Kengeri Satellite Town,2.0,2,920.0
6940,Chandapura,2.0,2,778.0
6941,Nagasandra,3.0,4,1310.0
6942,Electronic City,3.0,3,1631.0
6943,Kanakpura Road,1.0,1,525.0
6944,Jalahalli,3.0,3,1395.0
6945,other,3.0,3,2000.0
6946,Hennur Road,2.0,2,1232.0
6947,other,2.0,2,1075.0
6948,Gubbalala,2.0,2,1205.0
6949,other,4.0,4,1200.0
6950,Rajiv Nagar,5.0,4,2340.0
6951,Rayasandra,2.0,3,1179.0
6952,Kodigehaali,2.0,2,1013.0
6953,Uttarahalli,2.0,2,1160.0
6955,7th Phase JP Nagar,2.0,2,1200.0
6957,Uttarahalli,2.0,3,1255.0
6958,other,2.0,3,1100.0
6959,other,2.0,2,1069.0
6960,other,3.0,3,1200.0
6961,Kudlu Gate,1.0,1,1400.0
6962,Marathahalli,2.0,2,1065.0
6963,Lakshminarayana Pura,2.0,2,1395.0
6964,Hebbal Kempapura,2.0,3,1725.0
6965,other,2.0,2,1007.0
6966,Kengeri,2.0,3,1436.0
6967,other,6.0,6,4250.0
6968,Hebbal,3.0,3,1645.0
6969,Kengeri,2.0,2,1200.0
6970,Mysore Road,2.0,2,940.0
6971,KR Puram,6.0,6,4300.0
6972,Hebbal,5.0,3,2850.0
6973,Indira Nagar,3.0,3,1740.0
6974,Haralur Road,2.0,2,1194.0
6975,other,3.0,3,3761.0
6976,Dodda Nekkundi,3.0,3,1829.0
6977,Whitefield,4.0,4,1800.0
6978,other,2.0,2,1000.0
6979,other,3.0,3,5720.0
6981,other,1.0,2,675.0
6982,Hebbal,2.0,2,1390.0
6983,Lakshminarayana Pura,3.0,3,1500.0
6984,Vijayanagar,3.0,3,2047.0
6985,Jakkur,2.0,2,1202.0
6986,other,2.0,2,1012.0
6987,Gunjur,3.0,3,2132.0
6988,Raja Rajeshwari Nagar,4.0,4,1350.0
6989,Whitefield,1.0,1,605.0
6990,Harlur,2.0,2,1331.0
6991,Margondanahalli,2.0,2,1200.0
6992,other,2.0,2,1150.0
6993,Sahakara Nagar,2.0,2,1200.0
6994,other,2.0,2,1800.0
6996,other,2.0,3,1280.0
6997,Balagere,2.0,2,1007.0
6998,Thanisandra,2.0,3,1370.0
6999,other,2.0,2,925.0
7000,TC Palaya,2.0,2,1500.0
7001,Attibele,1.0,1,450.0
7002,other,4.0,4,1200.0
7003,Hennur Road,2.0,2,1341.0
7004,2nd Phase Judicial Layout,2.0,3,1350.0
7005,Tumkur Road,2.0,2,992.0
7006,Uttarahalli,2.0,2,1163.0
7007,Sarjapur  Road,2.0,2,1229.0
7008,other,2.0,2,600.0
7009,Electronic City Phase II,2.0,2,1219.0
7010,Raja Rajeshwari Nagar,2.0,3,1525.0
7011,Kasavanhalli,2.0,2,1147.0
7012,Akshaya Nagar,2.0,3,1412.0
7014,Sarjapur  Road,2.0,2,1044.0
7015,Nagarbhavi,2.0,2,1190.0
7016,other,2.0,3,1240.0
7017,Jigani,3.0,3,1352.0
7018,other,2.0,2,1100.0
7019,Uttarahalli,2.0,3,1330.0
7020,other,3.0,3,1700.0
7021,Electronic City,2.0,2,1355.0
7022,Ramamurthy Nagar,2.0,2,1200.0
7023,Kengeri,2.0,1,400.0
7024,Sarjapur  Road,2.0,2,1342.0
7025,Begur Road,3.0,3,1615.0
7026,other,2.0,2,1340.0
7027,other,2.0,2,1200.0
7028,Yeshwanthpur,1.0,1,400.0
7029,Devanahalli,2.0,2,1080.0
7030,other,2.0,2,1600.0
7031,Electronic City,2.0,2,1200.0
7032,Hennur Road,3.0,3,2700.0
7033,other,3.0,3,1780.0
7034,Amruthahalli,3.0,3,1605.0
7035,Ulsoor,5.0,4,7200.0
7037,Kammanahalli,2.0,2,1200.0
7038,Margondanahalli,2.0,2,900.0
7039,Sarjapur,3.0,3,1830.0
7041,other,1.0,1,650.0
7042,other,4.0,5,1800.0
7044,Chandapura,2.0,3,1230.0
7045,Uttarahalli,2.0,2,1065.0
7047,other,3.0,3,1080.0
7048,other,2.0,3,900.0
7049,other,2.0,2,946.0
7050,Laggere,1.0,1,1500.0
7051,Sarjapur  Road,3.0,3,1711.0
7052,other,3.0,4,1200.0
7053,Chandapura,2.0,2,950.0
7054,Kudlu Gate,3.0,3,1656.0
7055,Uttarahalli,2.0,2,1075.0
7056,Harlur,3.0,3,1752.12
7057,Hebbal,8.0,8,6000.0
7058,other,3.0,3,1540.0
7060,LB Shastri Nagar,1.0,1,665.0
7061,Sector 2 HSR Layout,3.0,3,1665.0
7062,Electronics City Phase 1,2.0,2,1145.0
7063,Whitefield,2.0,2,1185.0
7064,other,3.0,3,1200.0
7065,Marathahalli,3.0,3,1693.0
7066,other,3.0,3,2456.0
7067,Rajaji Nagar,3.0,3,2559.0
7068,Uttarahalli,2.0,2,1155.0
7069,other,2.0,3,1610.0
7070,Whitefield,3.0,3,1200.0
7071,other,2.0,2,1530.0
7072,EPIP Zone,3.0,3,1709.0
7074,Brookefield,8.0,8,2700.0
7075,other,1.0,1,840.0
7076,Gottigere,2.0,3,1400.0
7077,KR Puram,2.0,2,1200.0
7078,other,3.0,3,1439.0
7079,Kasavanhalli,2.0,2,1375.0
7080,BTM 2nd Stage,5.0,5,2990.0
7081,Vijayanagar,2.0,3,1200.0
7082,Yelahanka,2.0,2,1315.0
7083,Dommasandra,2.0,2,1500.0
7084,Yelahanka,6.0,6,3600.0
7085,Vijayanagar,2.0,2,1178.0
7086,Bannerghatta Road,3.0,3,1430.0
7087,Mahadevpura,2.0,3,1400.0
7088,Thanisandra,2.0,2,1093.0
7089,Horamavu Banaswadi,2.0,2,1200.0
7090,Magadi Road,6.0,5,5000.0
7091,1st Block Jayanagar,2.0,3,1200.0
7092,Whitefield,3.0,3,2210.0
7093,Uttarahalli,2.0,2,1150.0
7094,other,2.0,3,1435.0
7096,Whitefield,2.0,2,1173.0
7097,Thanisandra,2.0,2,1140.0
7098,other,3.0,3,1717.0
7099,Mallasandra,2.0,2,1325.0
7100,Hoodi,3.0,3,1370.0
7101,Electronics City Phase 1,2.0,2,1025.0
7102,other,2.0,3,1409.0
7103,Bellandur,2.0,2,1200.0
7104,Thanisandra,2.0,2,1200.0
7105,Whitefield,4.0,3,1740.0
7106,Hennur Road,2.0,2,1232.0
7107,Chandapura,2.0,2,1200.0
7108,Whitefield,4.0,4,5924.0
7109,other,2.0,2,1250.0
7110,other,2.0,2,1475.0
7111,Bommanahalli,4.0,4,2100.0
7112,5th Phase JP Nagar,1.0,1,552.0
7113,Uttarahalli,2.0,3,1065.0
7114,Hennur,3.0,3,1000.0
7115,other,2.0,2,1225.0
7116,other,1.0,1,650.0
7117,Padmanabhanagar,2.0,2,1067.0
7118,Sarjapur,2.0,3,1364.0
7119,other,3.0,3,1750.0
7120,Bannerghatta Road,2.0,2,1240.0
7121,Hulimavu,2.0,2,1200.0
7122,Kaggadasapura,3.0,3,1540.0
7123,other,2.0,3,1504.0
7124,other,2.0,2,1116.0
7125,Hennur Road,4.0,3,2365.0
7126,Sarjapura - Attibele Road,2.0,2,1308.0
7127,Vijayanagar,2.0,2,864.0
7129,Hoskote,2.0,3,1069.0
7130,Hebbal,2.0,2,1333.0
7131,other,4.0,4,1800.0
7132,Devanahalli,4.0,4,6136.0
7133,Thanisandra,3.0,3,1698.0
7134,JP Nagar,2.0,3,1275.0
7135,Raja Rajeshwari Nagar,2.0,2,1060.0
7136,Hennur,2.0,2,1160.0
7137,Sarjapur  Road,2.0,3,1484.0
7139,BEML Layout,5.0,3,1200.0
7140,Hennur Road,2.0,2,1310.0
7141,Vijayanagar,6.0,6,1806.0
7142,other,4.0,4,3000.0
7143,Varthur,3.0,3,2145.0
7144,Marathahalli,3.0,3,1693.0
7145,Jigani,3.0,3,1230.0
7146,Devanahalli,3.0,3,1200.0
7147,Bommasandra Industrial Area,2.0,3,1310.0
7148,other,2.0,2,1150.0
7149,Munnekollal,2.0,3,1385.0
7150,Tumkur Road,2.0,2,1066.0
7151,Thanisandra,3.0,3,2293.0
7153,other,3.0,3,1625.0
7154,Vittasandra,2.0,2,1246.0
7155,Vijayanagar,6.0,4,2100.0
7156,other,4.0,4,2400.0
7157,Raja Rajeshwari Nagar,6.0,6,3900.0
7158,7th Phase JP Nagar,2.0,2,1000.0
7159,Nagavarapalya,2.0,2,907.0
7160,Ulsoor,4.0,4,3500.0
7161,Varthur,2.0,3,1395.0
7162,other,2.0,2,1180.0
7163,Banaswadi,6.0,5,1903.0
7164,Electronic City,2.0,2,1175.0
7165,other,2.0,2,1272.0
7166,other,2.0,3,1490.0
7167,Yeshwanthpur,2.0,2,1144.0
7168,other,5.0,4,2400.0
7169,Hormavu,2.0,2,1143.0
7170,Karuna Nagar,3.0,3,2500.0
7171,Whitefield,2.0,2,1216.0
7172,other,2.0,2,1044.0
7173,Prithvi Layout,3.0,2,1352.0
7174,Hennur Road,3.0,3,1552.0
7175,Bellandur,3.0,3,1785.0
7176,Pai Layout,2.0,2,810.0
7177,Banashankari Stage V,3.0,3,1650.0
7178,other,3.0,3,1595.0
7179,Whitefield,2.0,2,1060.0
7180,Babusapalaya,2.0,3,1410.0
7181,Nagarbhavi,2.0,3,1523.0
7182,Kanakpura Road,3.0,3,1591.0
7183,other,3.0,3,1640.0
7184,Yelahanka New Town,1.0,1,450.0
7185,Bannerghatta Road,2.0,3,1305.0
7186,Yelahanka,3.0,3,1590.0
7187,Kaggadasapura,2.0,2,1240.0
7188,other,2.0,2,1200.0
7189,Dodda Nekkundi,2.0,2,1100.0
7190,Koramangala,2.0,2,1180.0
7191,Sarjapur  Road,2.0,2,1115.0
7192,Bisuvanahalli,2.0,2,845.0
7193,other,2.0,3,1567.2
7194,Channasandra,2.0,3,1310.0
7195,Yelahanka,1.0,1,26136.0
7196,other,2.0,2,959.0
7197,8th Phase JP Nagar,4.0,4,1200.0
7198,Kambipura,2.0,2,883.0
7199,Rachenahalli,2.0,2,1050.0
7200,Yelahanka,2.0,2,1390.0
7202,Kenchenahalli,2.0,3,1280.0
7204,Yelahanka,3.0,3,1614.0
7205,Kasturi Nagar,2.0,2,1000.0
7206,Marathahalli,2.0,2,1196.0
7207,Sarjapur  Road,3.0,3,1220.0
7208,Ambalipura,2.0,2,950.0
7210,other,2.0,2,1141.0
7211,5th Phase JP Nagar,2.0,2,1200.0
7212,Kasavanhalli,2.0,3,1380.0
7213,Doddathoguru,2.0,2,855.0
7214,Chandapura,1.0,1,645.0
7215,Chandapura,2.0,2,922.0
7216,other,2.0,2,1200.0
7217,other,2.0,3,1240.0
7218,7th Phase JP Nagar,2.0,2,1070.0
7219,other,2.0,2,1293.0
7220,R.T. Nagar,2.0,3,1380.0
7221,Yelahanka New Town,3.0,3,1599.0
7222,Nehru Nagar,2.0,2,967.0
7223,other,3.0,3,1885.0
7224,other,2.0,2,860.0
7225,Yelahanka,1.0,1,1075.0
7226,Sarjapur  Road,2.0,2,1050.0
7227,Marathahalli,3.0,3,1595.0
7228,Sarjapur  Road,2.0,2,1350.0
7229,Hebbal,2.0,2,1204.0
7230,Sarjapur  Road,4.0,4,2990.0
7231,Sarjapur  Road,2.0,2,1035.0
7232,ITPL,2.0,2,1000.0
7233,Sarjapur  Road,3.0,3,1457.0
7234,Haralur Road,2.0,2,1194.0
7235,Bannerghatta,2.0,2,1100.0
7236,Whitefield,3.0,3,1655.0
7237,Kanakpura Road,3.0,3,1691.2
7238,Ramagondanahalli,2.0,2,1215.0
7239,Kanakpura Road,2.0,2,1155.0
7240,Hoodi,3.0,3,1639.0
7241,Sarjapur  Road,3.0,3,1685.0
7243,Hormavu,2.0,2,1100.0
7244,Marathahalli,3.0,3,2122.0
7245,Vasanthapura,2.0,2,1050.0
7246,Kengeri,2.0,2,1230.0
7247,5th Phase JP Nagar,3.0,3,1240.0
7248,Electronic City Phase II,2.0,3,1252.0
7249,other,2.0,3,1374.0
7250,8th Phase JP Nagar,1.0,1,500.0
7252,Hebbal,3.0,3,1355.0
7253,Banashankari,2.0,2,1040.0
7254,Sarjapur  Road,2.0,2,1350.0
7255,Whitefield,6.0,4,4003.0
7256,Hennur,3.0,3,2400.0
7257,Haralur Road,3.0,3,1560.0
7258,Anandapura,2.0,2,1151.0
7259,Uttarahalli,2.0,3,1360.0
7260,other,2.0,2,1250.0
7261,Chandapura,2.0,3,1110.0
7262,Hennur Road,2.0,2,1015.0
7263,Kadugodi,2.0,3,1351.0
7264,Yelahanka New Town,2.0,2,960.0
7265,other,2.0,2,1110.0
7266,R.T. Nagar,3.0,3,1680.0
7267,Arekere,3.0,3,2400.0
7268,other,5.0,4,11000.0
7269,other,3.0,3,1350.0
7270,Horamavu Banaswadi,2.0,2,1254.0
7271,Haralur Road,3.0,3,1255.0
7272,CV Raman Nagar,2.0,2,1051.0
7273,other,3.0,3,1200.0
7274,Uttarahalli,2.0,2,1099.0
7275,Hebbal,4.0,3,2650.0
7276,other,2.0,4,2000.0
7277,Yeshwanthpur,2.0,2,1541.0
7278,Sarjapur  Road,3.0,3,1200.0
7279,Whitefield,2.0,2,1125.0
7280,Vittasandra,3.0,3,1650.0
7281,other,1.0,1,834.0
7282,Gollarapalya Hosahalli,3.0,3,1320.0
7283,Malleshpalya,3.0,3,1200.0
7285,Mysore Road,3.0,3,1500.0
7286,Whitefield,5.0,4,4400.0
7288,other,1.0,1,600.0
7289,Whitefield,2.0,2,1180.0
7290,Kadugodi,2.0,2,1010.0
7291,Channasandra,2.0,2,1070.0
7292,Choodasandra,3.0,3,1580.0
7293,other,5.0,4,1200.0
7294,Green Glen Layout,3.0,3,2000.0
7295,Iblur Village,3.0,3,1920.0
7296,Sanjay nagar,2.0,3,1200.0
7297,Kalena Agrahara,2.0,2,1040.0
7298,Hulimavu,2.0,3,1430.0
7299,Uttarahalli,2.0,3,1215.0
7300,Domlur,1.0,1,650.0
7301,Thanisandra,3.0,3,1564.0
7303,Hormavu,2.0,2,750.0
7304,Kasavanhalli,2.0,2,1200.0
7305,Raja Rajeshwari Nagar,2.0,2,1128.0
7306,Begur Road,2.0,2,1200.0
7307,other,4.0,4,2000.0
7308,other,3.0,3,2750.0
7309,other,4.0,4,2400.0
7310,Yelahanka,3.0,3,1650.0
7311,1st Block Jayanagar,2.0,2,1235.0
7312,Yelahanka,2.0,2,1200.0
7314,Kengeri Satellite Town,2.0,2,985.0
7315,Ramagondanahalli,2.0,3,1475.0
7316,Hebbal,5.0,3,3450.0
7317,Sarjapur  Road,2.0,3,1157.0
7318,other,2.0,2,900.0
7319,Gottigere,3.0,4,2500.0
7320,GM Palaya,2.0,2,1030.0
7321,other,2.0,2,1000.0
7322,Sarjapur  Road,3.0,4,3800.0
7323,Kasavanhalli,4.0,4,4260.0
7324,Brookefield,6.0,5,1950.0
7325,Kudlu,2.0,3,1570.0
7326,Kanakapura,2.0,2,1283.0
7328,other,2.0,2,1200.0
7329,HAL 2nd Stage,3.0,3,2700.0
7330,Konanakunte,2.0,3,2400.0
7331,Kathriguppe,2.0,3,1250.0
7332,Old Madras Road,6.0,4,3630.0
7333,Yelahanka,2.0,2,990.0
7334,Panathur,2.0,2,1199.0
7335,other,2.0,2,1280.0
7336,1st Block Jayanagar,4.0,4,2750.0
7337,other,2.0,2,1190.0
7338,Yelachenahalli,2.0,2,1100.0
7339,other,3.0,3,2075.0
7340,Harlur,2.0,2,1133.0
7341,Somasundara Palya,3.0,4,2400.0
7342,Whitefield,2.0,2,1280.0
7343,Horamavu Agara,3.0,3,1250.0
7344,Begur Road,2.0,3,1565.0
7345,other,3.0,3,1900.0
7346,Munnekollal,2.0,2,1080.0
7347,Battarahalli,1.0,1,600.0
7348,other,4.0,3,1240.0
7349,HRBR Layout,2.0,3,1335.0
7350,Vittasandra,2.0,2,1246.0
7351,Sarjapur  Road,3.0,3,1385.0
7352,other,3.0,3,1578.0
7353,HSR Layout,2.0,2,1140.0
7354,Sarjapur  Road,3.0,3,1700.0
7356,Vidyaranyapura,2.0,2,1120.0
7357,Electronic City,1.0,1,435.0
7358,Magadi Road,2.0,2,1116.0
7359,Old Madras Road,3.0,3,1480.0
7360,Hormavu,2.0,2,1000.0
7361,HSR Layout,2.0,2,1145.0
7362,Bommasandra,1.0,2,800.0
7363,Thanisandra,2.0,2,1265.0
7364,Devanahalli,3.0,3,1700.0
7365,other,2.0,2,1475.0
7366,BTM 2nd Stage,2.0,2,1265.0
7367,Anandapura,2.0,2,1200.0
7368,1st Phase JP Nagar,3.0,3,2180.0
7369,Brookefield,2.0,2,1080.0
7370,Whitefield,4.0,3,2023.0
7371,other,2.0,2,2400.0
7372,Kadubeesanahalli,2.0,3,1545.0
7373,Kalena Agrahara,3.0,3,1804.0
7374,other,2.0,2,1200.0
7375,6th Phase JP Nagar,2.0,3,1350.0
7376,Hoodi,2.0,2,1108.0
7377,Marathahalli,3.0,3,1730.0
7378,other,2.0,3,1427.0
7379,Yelahanka,2.0,2,935.0
7380,Sarjapura - Attibele Road,2.0,2,1073.0
7381,Ananth Nagar,2.0,2,960.0
7382,Thigalarapalya,4.0,3,2215.0
7383,Electronic City Phase II,2.0,2,1125.0
7384,Brookefield,2.0,2,1230.0
7385,Mahadevpura,2.0,2,1438.0
7386,7th Phase JP Nagar,2.0,2,1080.0
7387,Hebbal Kempapura,3.0,3,1200.0
7388,Marathahalli,1.0,2,1200.0
7389,Uttarahalli,3.0,3,1590.0
7390,other,3.0,3,1350.0
7391,Raja Rajeshwari Nagar,2.0,3,1400.0
7392,Kaggadasapura,2.0,3,1560.0
7393,Mallasandra,3.0,4,1810.0
7394,other,4.0,3,2274.24
7395,Sonnenahalli,3.0,3,1484.0
7396,Indira Nagar,3.0,3,1650.0
7397,other,2.0,3,1455.0
7398,Thanisandra,4.0,3,2280.0
7399,other,5.0,5,4900.0
7400,Frazer Town,3.0,3,2079.0
7401,Bharathi Nagar,2.0,2,1351.0
7402,Kanakpura Road,2.0,3,1223.0
7403,KR Puram,2.0,3,1430.0
7404,Whitefield,5.0,4,3589.0
7405,Electronic City Phase II,2.0,3,1310.0
7406,Channasandra,4.0,4,1800.0
7408,Sarjapur  Road,2.0,2,984.0
7409,Jalahalli,3.0,3,1770.0
7410,other,3.0,2,900.0
7412,Bhoganhalli,2.0,2,1447.0
7413,Margondanahalli,2.0,2,1140.0
7414,Bommanahalli,2.0,2,1170.0
7415,Poorna Pragna Layout,2.0,2,1160.0
7416,Kanakpura Road,2.0,2,1296.0
7417,other,3.0,3,1570.0
7418,other,2.0,3,1495.0
7419,Hoodi,2.0,3,1530.0
7421,Gunjur,3.0,3,1800.0
7422,Bellandur,2.0,2,1088.0
7423,Hosa Road,3.0,3,1533.0
7424,Rachenahalli,2.0,2,1100.0
7425,Thubarahalli,3.0,3,1540.0
7426,Hebbal,3.0,2,1244.0
7427,Hosa Road,2.0,2,1040.0
7429,Begur Road,2.0,2,1260.0
7430,Uttarahalli,2.0,2,1180.0
7431,Thigalarapalya,2.0,2,1245.0
7432,other,3.0,3,1350.0
7433,other,3.0,3,1464.0
7434,other,2.0,1,470.0
7435,Vijayanagar,2.0,2,920.0
7436,other,7.0,6,2300.0
7437,Sarjapur,2.0,2,1124.0
7438,Yelahanka New Town,3.0,4,2095.0
7439,Begur Road,2.0,2,1100.0
7440,Vijayanagar,2.0,2,1019.0
7441,Harlur,3.0,3,1756.0
7442,Bommasandra,3.0,3,1280.0
7443,Kenchenahalli,3.0,4,1200.0
7444,Indira Nagar,3.0,3,1700.0
7445,Whitefield,4.0,3,2134.0
7446,Hosa Road,2.0,2,1369.1
7448,other,4.0,3,1313.0
7449,other,4.0,3,2515.0
7450,Thigalarapalya,4.0,3,2215.0
7451,other,3.0,3,1440.0
7452,Hennur Road,2.0,3,1186.0
7453,Uttarahalli,2.0,3,1350.0
7454,Hebbal,3.0,3,1800.0
7455,Kudlu,3.0,3,1600.0
7456,GM Palaya,2.0,2,1000.0
7457,Cunningham Road,3.0,3,2275.0
7458,Banashankari Stage III,2.0,3,1305.0
7459,Binny Pete,3.0,3,1740.0
7460,Malleshwaram,2.0,2,900.0
7461,Benson Town,3.0,2,1567.0
7462,Kambipura,2.0,3,1082.0
7463,Nagarbhavi,2.0,2,1050.0
7464,other,2.0,2,1200.0
7465,Begur,4.0,3,3500.0
7466,Dasarahalli,2.0,2,1220.0
7467,Binny Pete,3.0,3,1970.0
7468,other,3.0,3,2665.0
7469,Kanakapura,4.0,4,2130.0
7470,Harlur,3.0,3,1749.0
7471,Subramanyapura,2.0,2,1260.0
7473,6th Phase JP Nagar,2.0,2,1170.0
7474,other,3.0,3,1670.0
7475,Hennur Road,3.0,3,2264.0
7476,other,5.0,4,3500.0
7477,Begur,2.0,2,1100.0
7478,Chandapura,1.0,2,674.0
7479,Koramangala,2.0,2,1320.0
7481,Electronics City Phase 1,2.0,2,1125.0
7482,Nagavara,2.0,2,1125.0
7483,other,2.0,2,700.0
7484,BTM Layout,2.0,3,1300.0
7485,JP Nagar,3.0,3,1600.0
7486,Magadi Road,2.0,3,1052.0
7488,Devarachikkanahalli,2.0,2,1130.0
7490,BTM 2nd Stage,3.0,3,2200.0
7491,Electronic City,2.0,3,1500.0
7492,Old Madras Road,3.0,3,1350.0
7493,Gottigere,2.0,3,1230.0
7494,Haralur Road,2.0,3,1520.0
7495,Kanakpura Road,1.0,1,525.0
7496,Hosa Road,2.0,2,1040.0
7497,other,2.0,3,1300.0
7498,Old Airport Road,4.0,4,2690.0
7499,Domlur,1.0,1,780.0
7500,Panathur,2.0,2,1140.0
7501,Chandapura,3.0,3,1225.0
7502,Nagavarapalya,1.0,1,646.0
7503,Cox Town,3.0,3,1600.0
7504,Kadugodi,4.0,3,1890.0
7505,Kadugodi,2.0,2,1050.0
7507,Whitefield,2.0,3,1458.0
7509,Green Glen Layout,3.0,3,1970.0
7510,Whitefield,4.0,3,1808.0
7511,Balagere,2.0,2,1007.0
7512,Doddathoguru,2.0,2,1105.0
7513,Lakshminarayana Pura,3.0,3,1700.0
7514,Raja Rajeshwari Nagar,2.0,2,1170.0
7515,Chandapura,2.0,2,1080.0
7516,Kaggalipura,2.0,3,1150.0
7517,Ramamurthy Nagar,2.0,2,1200.0
7518,other,2.0,2,1200.0
7519,Kudlu Gate,3.0,3,1656.0
7521,KR Puram,2.0,2,1040.0
7522,Hosur Road,2.0,2,1085.0
7523,other,2.0,3,1215.0
7524,NRI Layout,4.0,4,2150.0
7526,Panathur,2.0,2,1210.0
7527,other,2.0,2,1050.0
7529,Iblur Village,3.0,3,1920.0
7530,Uttarahalli,2.0,3,1250.0
7531,Mysore Road,2.0,2,947.55
7532,Malleshpalya,2.0,2,1421.0
7534,Old Madras Road,2.0,3,1425.0
7535,Budigere,2.0,2,1162.0
7536,Whitefield,1.0,1,905.0
7537,Sarjapur  Road,2.0,2,914.0
7538,other,2.0,2,1258.0
7540,Hormavu,4.0,4,3500.0
7541,Poorna Pragna Layout,6.0,7,2400.0
7542,Ramagondanahalli,4.0,4,4200.0
7543,Whitefield,2.0,3,1537.0
7544,Chikkalasandra,2.0,3,1230.0
7545,other,5.0,6,2400.0
7546,Malleshwaram,3.0,3,2250.0
7547,Hosur Road,4.0,4,2000.0
7548,other,4.0,8,3000.0
7549,Kumaraswami Layout,4.0,4,2600.0
7550,Indira Nagar,3.0,4,3200.0
7551,Anjanapura,2.0,2,950.0
7552,Marathahalli,4.0,4,4000.0
7553,Yelahanka,2.0,3,1282.0
7554,Banashankari Stage III,2.0,2,1304.0
7555,7th Phase JP Nagar,3.0,3,2100.0
7556,Jakkur,2.0,3,1220.0
7557,Budigere,3.0,3,1636.0
7558,7th Phase JP Nagar,3.0,3,1415.0
7560,Green Glen Layout,3.0,3,1728.0
7561,7th Phase JP Nagar,3.0,3,1680.0
7562,other,2.0,2,1235.0
7564,Yelahanka,4.0,4,3990.0
7565,Kasavanhalli,2.0,2,1495.0
7566,Hennur Road,5.0,5,1500.0
7567,Yeshwanthpur,3.0,3,2501.0
7568,Kanakpura Road,1.0,1,381.0
7569,other,5.0,4,3301.8
7570,Hennur Road,3.0,3,2002.0
7571,other,3.0,3,3200.0
7572,Banjara Layout,2.0,2,1200.0
7573,Sarjapur  Road,3.0,4,1500.0
7574,Bommasandra,3.0,3,1942.0
7575,Thyagaraja Nagar,1.0,1,660.0
7576,Banashankari Stage III,6.0,4,1200.0
7577,other,3.0,3,1450.0
7578,Electronic City,2.0,2,1039.0
7579,Old Madras Road,2.0,2,1210.0
7580,Attibele,1.0,2,995.0
7581,Yelahanka,3.0,3,1620.0
7582,Choodasandra,4.0,3,3204.0
7583,Hebbal Kempapura,3.0,3,3408.0
7584,Marathahalli,2.0,2,1314.0
7585,Bisuvanahalli,2.0,2,945.0
7586,Nehru Nagar,3.0,3,1374.0
7587,Kanakpura Road,3.0,3,1603.0
7588,Kengeri,2.0,3,1230.0
7589,Basavangudi,1.0,1,670.0
7590,Sarjapur  Road,3.0,4,1864.0
7591,Hosa Road,3.0,3,2500.0
7592,Raja Rajeshwari Nagar,2.0,3,1625.0
7593,Whitefield,2.0,2,1186.0
7595,Electronic City,1.0,2,770.0
7596,Varthur,2.0,2,1085.0
7597,other,6.0,4,3754.0
7598,other,3.0,3,1893.0
7600,Kundalahalli,2.0,3,1496.0
7601,Chandapura,3.0,3,1305.0
7602,Electronics City Phase 1,2.0,3,1550.0
7603,Marathahalli,2.0,3,1200.0
7604,Badavala Nagar,2.0,3,1494.0
7605,Electronic City Phase II,2.0,2,1286.0
7607,Hebbal,3.0,3,1860.0
7608,other,1.0,1,425.0
7609,Haralur Road,2.0,2,1243.0
7610,Brookefield,2.0,2,1200.0
7611,Sarjapur,2.0,2,1044.0
7612,7th Phase JP Nagar,2.0,2,1040.0
7613,8th Phase JP Nagar,2.0,2,1125.0
7614,Cunningham Road,3.0,3,3489.0
7615,Subramanyapura,2.0,3,1278.0
7616,other,6.0,6,2400.0
7617,other,2.0,2,1250.0
7618,Vijayanagar,6.0,5,2400.0
7619,KR Puram,5.0,5,4166.0
7620,Lakshminarayana Pura,2.0,2,1210.0
7621,8th Phase JP Nagar,3.0,4,1200.0
7622,Sarjapur  Road,2.0,3,1157.0
7623,Raja Rajeshwari Nagar,2.0,2,1185.0
7624,Kalena Agrahara,3.0,3,1450.0
7625,Old Madras Road,3.0,3,1859.0
7626,Rajaji Nagar,3.0,2,1763.0
7627,Attibele,1.0,2,900.0
7628,Ramamurthy Nagar,3.0,3,1305.0
7629,other,2.0,3,1200.0
7630,Thanisandra,1.0,1,784.0
7631,Sarjapur  Road,2.0,2,1150.0
7632,Whitefield,3.0,3,1806.0
7633,Kudlu,2.0,2,1027.0
7634,Uttarahalli,2.0,2,1002.0
7635,Electronic City Phase II,2.0,3,1220.0
7636,Whitefield,2.0,2,1109.0
7637,Uttarahalli,2.0,2,1002.0
7638,Narayanapura,2.0,2,1308.0
7639,Hennur Road,2.0,2,1232.0
7640,Haralur Road,2.0,2,1027.0
7641,Kalyan nagar,2.0,2,1250.0
7644,Raja Rajeshwari Nagar,2.0,2,1255.0
7645,Akshaya Nagar,3.0,3,1434.0
7646,Doddathoguru,2.0,2,925.0
7647,Jakkur,3.0,3,1858.0
7648,other,2.0,2,1205.0
7649,other,3.0,3,1500.0
7650,other,3.0,3,1200.0
7651,Mysore Road,2.0,2,1020.0
7652,Thanisandra,2.0,2,965.0
7653,7th Phase JP Nagar,6.0,5,1800.0
7655,Battarahalli,2.0,2,1636.0
7656,Kundalahalli,3.0,3,1724.0
